GJ 229 b,0.100682755,,471,0.97,0.1,,,2014,5/25/14,148.97,,,,Published in a refereed paper,Radial Velocity,,,,GJ 229,92.64423055,-20.13535783,8.125,,,0.58,,M1/M2V,,3564
GJ 27.1 b,0.040902369,,15.819,0.101,0.08,,,2014,5/25/14,154.69,,,,Published in a refereed paper,Radial Velocity,,,,GJ 27.1,9.995107978,-43.74677819,11.401,,,0.53,,M0.5V,,3542
GJ 3021 b,3.37,,133.71,0.49,0.511,,0.027809,2000,8/29/14,290.7,2451545.86,,,Published in a refereed paper,Radial Velocity,,,,GJ 3021,4.05,-79.8511111,6.59,17.62,0.1,0.9,0.9,G6 V,8.77,5540
GJ 317 b,1.81,,692,1.148,0.11,45,0.076159,2007,8/1/15,340,2451656.7,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,,,GJ 317,130.2458333,-23.4563889,12,15.1,0.36,0.42,,M3.5,,3510
GJ 317 c,2,,7300,30,0.81,,1.986755,2007,10/16/15,210,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,GJ 317,130.2458333,-23.4563889,12,15.1,0.36,0.42,,M3.5,,3510
GJ 328 b,2.3,,4100,4.5,0.37,,,2013,8/29/14,,2454500,,,Published in a refereed paper,Radial Velocity,,,,GJ 328,133.7833,1.54901111,9.98,19.8,0,0.69,,K7,,3900
GJ 3293 b,0.0812,,30.6,0.1434,0.09,,,2014,12/17/14,282.3,2455640.3,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,GJ 3293,67.15000001,-25.16916667,11.96,17.9,0.02,0.42,0.404,M2.5,,3466
GJ 3293 d,0.0705,,123.98,0.364,0.37,,,2014,12/2/14,322,2455684.9,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,GJ 3293,67.15000001,-25.16916667,11.96,17.9,0.02,0.42,0.404,M2.5,,3466
GJ 3341 b,0.35717,,14.207,0.089,0.31,,,2014,12/17/14,42.32,2455623.7,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,GJ 3341,78.94583335,-31.29611113,12.08,23.1,-0.09,0.47,0.349,M2.5,,3526
GJ 3470 b,0.043734072,0.373807429,3.33671,0.03557,,88.3,,2012,11/5/13,,,,,Published in a refereed paper,Primary Transit,,,,GJ 3470,119.775,15.3916667,12.27,30.7,0.2,0.539,0.568,M1.5,1,3600
GJ 3634 b,0.022,,2.64561,0.0287,0.08,59,0.001449,2011,9/10/12,84,2454917.04,,,Published in a refereed paper,Radial Velocity,,,,GJ 3634,164.6458333,-31.1441667,11.95,19.8,,0.45,0.43,M2.5,,
GJ 422 b,0.031148727,,26.161,0.119,0.05,,,2014,5/25/14,246.37,,,,Published in a refereed paper,Radial Velocity,,,,GJ 422,169.0008563,-56.45233364,11.516,,,0.35,,M3.5V,,3323
GJ 433 b,0.01667,,7.3697,0.06,0.05,,0.006416,2009,5/25/14,309.39,2454287,,,Announced on a professional conference,Radial Velocity,,,,GJ 433,173.8625,-32.54,9.79,9.04,-0.22,0.48,,M1.5,,3600
GJ 433 c,0.14,,3693,3.6,0.17,,0.39823,2012,5/25/14,206,2456740,,,Submitted to a professional journal,Radial Velocity,,,,GJ 433,173.8625,-32.54,9.79,9.04,-0.22,0.48,,M1.5,,3600
GJ 436 b,0.07,0.38,2.64394,0.02887,0.1912,85.8,0.00283,2004,8/28/15,354.4,2452992.1,,,Published in a refereed paper,Primary Transit,Radial Velocity,Theoretical,"CO2, CO, H2O, H, H",GJ 436,175.5458333,26.7063889,10.68,10.2,-0.32,0.452,0.464,M2.5,6,3684
GJ 504 b,4,0.96,,43.5,,,,2013,12/1/15,,,,544,Published in a refereed paper,Imaging,Spectrum,Flux,CH4,GJ 504,199.1958,9.4242,5.22,17.56,0.28,1.22,,GOV,0.16,6234
GJ 667C b,0.0176,,7.2004,0.0505,0.13,,0.007368,2009,5/25/14,5.7,2454443.1,,,Submitted to a professional journal,Radial Velocity,,,,GJ 667C,259.7375,-34.9897222,10.22,6.84,-0.55,0.33,,M1.5V,2,3600
GJ 667C c,0.0119,,28.14,0.125,0.02,,0.018289,2011,5/25/14,292,2454462,,,Submitted to a professional journal,Radial Velocity,,,,GJ 667C,259.7375,-34.9897222,10.22,6.84,-0.55,0.33,,M1.5V,2,3600
GJ 667C d,0.01604,,91.61,0.276,0.03,,0.044371,2012,5/25/14,40.11,2454499,,,Published in a refereed paper,Radial Velocity,,,,GJ 667C,259.7375,-34.9897222,10.22,6.84,-0.55,0.33,,M1.5V,2,3600
GJ 667C e,0.0085,,62.24,0.213,0.02,,,2013,5/25/14,28.65,,,,Published in a refereed paper,Radial Velocity,,,,GJ 667C,259.7375,-34.9897222,10.22,6.84,-0.55,0.33,,M1.5V,2,3600
GJ 667C f,0.0085,,39.026,0.156,0.03,,,2013,5/25/14,103,,,,Published in a refereed paper,Radial Velocity,,,,GJ 667C,259.7375,-34.9897222,10.22,6.84,-0.55,0.33,,M1.5V,2,3600
GJ 667C g,0.0145,,256.2,0.549,0.08,,,2013,5/25/14,51.56,,,,Published in a refereed paper,Radial Velocity,,,,GJ 667C,259.7375,-34.9897222,10.22,6.84,-0.55,0.33,,M1.5V,2,3600
GJ 674 b,0.04,1.13,4.6944,0.039,0.07,,0.00859,2007,2/27/15,0.5,2453823.784,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,Theoretical,,GJ 674,262.1666667,-46.8952778,9.38,4.54,-0.28,0.35,,M2.5,0.55,3600
GJ 676A b,4.95,,1050.3,1.8,0.328,,0.109422,2009,5/6/13,86.9,2455411.9,,,Submitted to a professional journal,Radial Velocity,,,,GJ 676A,262.5458333,-51.6369444,9.59,16.45,0.23,0.71,,M0V,,
GJ 676A c,3,,4400,5.2,0.2,,,2012,5/15/13,356,,,,Published in a refereed paper,Radial Velocity,,,,GJ 676A,262.5458333,-51.6369444,9.59,16.45,0.23,0.71,,M0V,,
GJ 676A d,0.014,,3.6,0.0413,0.15,,,2012,5/15/13,315,,,,Published in a refereed paper,Radial Velocity,,,,GJ 676A,262.5458333,-51.6369444,9.59,16.45,0.23,0.71,,M0V,,
GJ 676A e,0.036,,35.37,0.187,0.24,,,2012,5/15/13,332,,,,Published in a refereed paper,Radial Velocity,,,,GJ 676A,262.5458333,-51.6369444,9.59,16.45,0.23,0.71,,M0V,,
GJ 682 b,0.013843879,,17.478,0.08,0.08,,,2014,5/25/14,85.94,,,,Published in a refereed paper,Radial Velocity,,,,GJ 682,264.2652601,-43.68078619,,,,0.27,,M3.5V,,3028
GJ 682 c,0.027365121,,57.32,0.176,0.1,,,2014,5/25/14,320.85,,,,Published in a refereed paper,Radial Velocity,,,,GJ 682,264.2652601,-43.68078619,,,,0.27,,M3.5V,,3028
GJ 758 b,35,,109000,44.8,0.564,43.6,3.516129,2009,3/14/15,,,,600,Published in a refereed paper,Imaging,,,CH4,GJ 758,290.8916667,33.2219444,6.36,15.5,0.18,0.97,0.88,K0V,8.2,5425
GJ 832 b,0.689047604,,3416,3.6,0.08,,0.688259,2008,8/29/14,246,2451211,,,Submitted to a professional journal,Radial Velocity,,,,GJ 832,323.3916667,-49.0088889,8.67,4.94,-0.31,0.45,,,,
GJ 832 c,0.01573168,,35.67,0.162,0.03,,,2014,6/24/14,80,,,,Published in a refereed paper,Radial Velocity,,,,GJ 832,323.3916667,-49.0088889,8.67,4.94,-0.31,0.45,,,,
GJ 849 b,0.9,,1914,2.35,0.012,,0.267045,2006,8/22/14,351,11462,,,Submitted to a professional journal,Radial Velocity,,,,GJ 849,332.4167,-4.6408,10.37,9.1,0.22,0.49,0.52,M3.5V,,
GJ 849 c,0.77,,7049,,0.218,,,2013,8/22/14,,,,,Submitted to a professional journal,Radial Velocity,,,,GJ 849,332.4167,-4.6408,10.37,9.1,0.22,0.49,0.52,M3.5V,,
GQ Lup b,21.5,1.8,,103,,,0.735714,2005,12/6/10,,,,,Published in a refereed paper,Imaging,,,,GQ Lup,237.3,-35.6508333,11.4,140,,0.7,,K7eV,0.001,
GSC 6214-210 b,17,,,320,,,2.206897,2010,1/31/14,,,,,Published in a refereed paper,Imaging,,,,GSC 6214-210,245.4791667,-20.7186111,,145,,0.6,,M1,0.011,
GU Psc b,11,1.35,,2000,,,,2014,3/31/15,,,,1050,Published in a refereed paper,Imaging,,,CH4,GU Psc,18.14583335,17.06555557,13.55,48,,0.35,,M3,0.1,
Gj 163 b,0.0334,,8.633,0.06069,0.0106,,,2012,6/10/13,74.73,,,,Published in a refereed paper,Radial Velocity,,,,Gl 163,62.3167,-53.3736,11.8,15,,0.4,,M3.5,3,
Gj 163 c,0.02285,,25.645,0.1254,0.094,,,2012,6/10/13,235.4,,,,Published in a refereed paper,Radial Velocity,,,,Gl 163,62.3167,-53.3736,11.8,15,,0.4,,M3.5,3,
Gj 163 d,0.06945,,600.895,1.02689,0.399,,,2013,6/6/13,126.915,,,,Published in a refereed paper,Radial Velocity,,,,Gl 163,62.3167,-53.3736,11.8,15,,0.4,,M3.5,3,
Gl 15 A b,0.016832898,,11.4433,0.0717,0,,,2014,8/26/14,,,,,Published in a refereed paper,Radial Velocity,,,,Gl 15 A,4.595355508,44.02295228,8.08,3.587,-0.32,0.375,0.3863,M2V,,3567
Gl 179 b,0.82,,2288,2.41,0.21,,0.195935,2010,8/30/14,153,2455140,,,Published in a refereed paper,Radial Velocity,,,,Gl 179,73.025,6.4766667,11.96,12.3,0.3,0.357,0.38,M3.5,,3370
Gl 581 b,0.05,,5.36865,0.041,0.031,,0.006602,2005,8/30/14,251,2454753.95,,,Submitted to a professional journal,Radial Velocity,,,,Gl 581,229.8583333,-7.7222222,10.55,6.21,-0.135,0.31,0.3,M2.5V,8,3498
Gl 581 c,0.017,,12.9182,0.073,0.07,,0.011755,2007,8/30/14,235,2454763,,,Published in a refereed paper,Radial Velocity,,,,Gl 581,229.8583333,-7.7222222,10.55,6.21,-0.135,0.31,0.3,M2.5V,8,3498
Gl 581 e,0.0061,,3.14945,0.028,0.32,,0.004509,2009,8/30/14,236,2454750.31,,,Submitted to a professional journal,Radial Velocity,,,,Gl 581,229.8583333,-7.7222222,10.55,6.21,-0.135,0.31,0.3,M2.5V,8,3498
Gl 649 b,0.328,,598.3,1.135,0.3,,0.109768,2009,7/4/13,352,12876,,,Published in a refereed paper,Radial Velocity,,,,Gl 649,254.5375,25.7441667,9.7,10.34,0.08,0.54,,M1.5,,3700
Gl 649 c,0.03,,4.4762,0.043,0.2,,,2013,7/4/13,334,,,,Published in a refereed paper,Radial Velocity,,,,Gl 649,254.5375,25.7441667,9.7,10.34,0.08,0.54,,M1.5,,3700
Gl 687 b,0.058,,38.14,0.16353,0.04,,,2014,5/14/14,359.3,2450603.97,,,Published in a refereed paper,Radial Velocity,,,,Gl 687,264.1083333,68.33916668,9.15,4.5,,0.413,0.4183,M3.5V,,3413
Gl 785 b,0.0532,,74.72,0.32,0.13,,0.035911,2010,12/15/15,173,,355,,Submitted to a professional journal,Radial Velocity,Radial Velocity,,,Gl 785,303.8208333,-27.0330556,6.13,8.911,0.08,0.78,0.68,K1V,,5144
Gl 86 b,4.01,,15.766,0.11,0.046,,0.010092,2000,8/30/14,266,2451146.7,,,Published in a refereed paper,Radial Velocity,,,,Gl 86,32.60805938,-50.82372722,6.17,10.9,-0.24,0.8,0.855,K1V,2.03,5350
Gliese 876 b,1.927,,61.03,0.208317,0,84,0.044323,2000,4/1/14,116.7,,,,Published in a refereed paper,Radial Velocity,,,,Gliese 876,343.3041667,-14.2536111,10.17,4.7,0.05,0.334,0.36,M4 V,2.5,3350
Gliese 876 c,0.637,,30.23,0.12959,0.002,48.07,0.027572,2000,4/1/14,225.2,,,,Published in a refereed paper,Radial Velocity,,,,Gliese 876,343.3041667,-14.2536111,10.17,4.7,0.05,0.334,0.36,M4 V,2.5,3350
Gliese 876 d,0.017,,1.94,0.02080665,0.081,50,0.004427,2005,4/1/14,157.4,,,,Published in a refereed paper,Radial Velocity,,,,Gliese 876,343.3041667,-14.2536111,10.17,4.7,0.05,0.334,0.36,M4 V,2.5,3350
Gliese 876 e,0.039,,124.69,0.3343,0.073,59.5,0.071128,2010,4/1/14,360,,,,Published in a refereed paper,Radial Velocity,,,,Gliese 876,343.3041667,-14.2536111,10.17,4.7,0.05,0.334,0.36,M4 V,2.5,3350
HAT-P-1 b,0.525,1.319,4.46529976,0.05561,0.067,85.634,0.000398,2006,4/30/15,360,,1322,,Published in a refereed paper,Primary Transit,,,"H2O, K, O I, C",HAT-P-1,344.4458333,38.675,10.4,139,0.13,1.151,1.174,GOV,3.6,5980
HAT-P-11 b,0.082434006,0.421983089,4.887804,0.053,0.198,88.5,0.001395,2009,11/5/13,355.2,,,,Submitted to a professional journal,Primary Transit,,,,HAT-P-11,297.7083333,48.0808333,9.59,38,0.31,0.81,0.75,K4,6.5,4780
HAT-P-12 b,0.210489885,0.954591765,3.2130598,0.0384,0,,0.000269,2009,5/21/14,,,,1000,Submitted to a professional journal,Primary Transit,,,,HAT-P-12,209.3916667,43.4936111,12.84,142.5,-0.29,0.73,0.7,,2.5,4650
HAT-P-13 b,0.85,1.28,2.916243,0.0426,0.0142,83.3,0.000199,2009,9/20/12,223,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-13,129.8833333,47.3519444,10.62,214,0.43,1.22,1.56,G4,5,5638
HAT-P-13 c,14.28,,446.27,1.186,0.6616,,0.005542,2009,8/22/14,175.29,2454890.05,,,Published in a refereed paper,Radial Velocity,,,,HAT-P-13,129.8833333,47.3519444,10.62,214,0.43,1.22,1.56,G4,5,5638
HAT-P-14 b,2.2,1.2,4.627657,0.0594,0.095,83.2,0.00029,2010,4/8/12,99,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-14,260.1166667,38.2422222,9.98,205,0.11,1.386,1.468,F,1.3,6600
HAT-P-15 b,1.946,1.072,10.863502,0.0964,0.19,89.1,0.000507,2010,5/31/10,262,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-15,66.25,39.4605556,12.16,190,0.22,1.013,1.08,G5,6.8,5568
HAT-P-16 b,4.193,1.289,2.77596,0.0413,0.036,86.6,0.000176,2010,7/22/13,214,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-16,9.575,42.4630556,10.8,235,0.17,1.218,1.237,F8,2,6158
HAT-P-17 b,0.534,1.01,10.338523,0.0882,0.346,89.2,0.00098,2010,5/31/13,201,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-17,324.5375,30.4886111,10.54,90,0,0.857,0.837,K,7.8,5246
HAT-P-17 c,1.4,,1798,2.75,0.1,,0.030556,2010,12/10/10,155,2452636,,,Published in a refereed paper,Radial Velocity,,,,HAT-P-17,324.5375,30.4886111,10.54,90,0,0.857,0.837,K,7.8,5246
HAT-P-18 b,0.183,0.947,5.508029,0.0559,0.106,88.79,0.000337,2010,11/12/15,120,,841,,Published in a refereed paper,Primary Transit,,,,HAT-P-18,256.35,33.0125,12.76,166,0.1,0.77,0.717,K,12.4,4870
HAT-P-19 b,0.292,1.132,4.008784,0.0466,0.067,88.51,0.000217,2010,8/26/15,256,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-19,9.5166667,34.7116667,12.9,215,0.23,0.842,0.82,K,8.8,4990
HAT-P-2 b,8.74,0.951,5.6334729,0.0674,0.5171,90,0.000571,2007,9/20/12,185.22,2454213.479,,,Published in a refereed paper,Primary Transit,,,,HAT-P-2,245.15,41.0480556,8.71,118,0.04,1.34,1.54,F8,2.7,6414
HAT-P-20 b,7.246,0.867,2.875317,0.0361,0.015,81.9,0.000516,2010,8/20/15,317,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-20,111.9166667,24.3363889,11.34,70,0.35,0.756,0.694,K7,6.7,4595
HAT-P-21 b,4.063,1.024,4.124461,0.0494,0.228,87.2,0.000194,2010,9/28/14,300,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-21,171.275,41.0280556,11.46,254,0.01,0.947,1.105,G3,10.2,5588
HAT-P-22 b,2.147,1.08,3.21222,0.0414,0.016,73.6,0.000505,2010,8/20/15,156,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-22,155.6833333,50.1283333,9.73,82,0.24,0.916,1.04,G5,12.4,5302
HAT-P-23 b,2.09,1.368,1.212884,0.0232,0.106,85.1,5.90E-05,2010,5/20/11,118,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-23,306.125,16.7622222,11.94,393,0.16,1.13,1.29,G5,4,5924
HAT-P-24 b,0.685,1.242,3.35524,0.0465,0.067,88.6,0.000152,2010,7/5/12,197,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-24,108.825,14.2622222,11.82,306,-0.16,1.191,1.317,F8,2.8,6373
HAT-P-25 b,0.567,1.19,3.652836,0.0466,0.032,87.6,0.000157,2010,5/31/13,271,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-25,48.4375,25.1975,13.19,297,0.31,1.01,0.959,G5,3.2,5500
HAT-P-26 b,0.058521851,0.564725782,4.234516,0.0479,0.124,88.6,0.000357,2010,11/5/13,54,,,,Submitted to a professional journal,Primary Transit,,,,HAT-P-26,213.1564042,4.06003612,11.74,134,-0.04,0.816,0.788,K1,9,5079
HAT-P-27-WASP-40 b,0.66,1.055,3.0395803,0.0403,0.078,85.08,0.000198,2011,8/26/15,63,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-27-WASP-40,222.7666667,5.9472222,12.21,204,0.29,0.945,0.898,G8,4.4,5300
HAT-P-28 b,0.626,1.212,3.257215,0.0434,0.051,88,0.00011,2011,5/25/14,233,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-28,13,34.7283333,13.03,395,0.12,1.025,1.103,G3,6.1,5680
HAT-P-29 b,0.778,1.107,5.723186,0.0667,0.095,87.1,0.000207,2011,5/30/14,169,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-29,33.1291667,51.7788889,11.9,322,0.21,1.207,1.224,F8,2.2,6087
HAT-P-3 b,0.591,0.827,2.899703,0.03866,0,87.07,0.000297,2007,5/7/13,,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-3,206.0958333,48.0286111,11.86,130,0.41,0.917,0.799,K,1.6,5224
HAT-P-30-WASP-51 b,0.711,1.34,2.810595,0.0419,0.035,83.6,0.000217,2011,5/31/13,252,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-30-WASP-51,123.95,5.8366667,10.42,193,-0.08,1.18,1.33,F,1,6250
HAT-P-31 b,2.171,1.07,5.005425,0.055,0.245,87.1,0.000155,2011,5/25/14,274.3,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-31,271.5375,26.4266667,11.66,354,0.15,1.218,1.36,,3.17,6065
HAT-P-32 b,0.941,2.037,2.150009,0.0344,0.163,88.7,0.000108,2011,5/30/14,52,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-32,31.04166667,46.6877778,11.29,320,-0.16,1.176,1.387,F/G,3.8,6001
HAT-P-33 b,0.763,1.827,3.474474,0.0503,0.148,86.7,0.00012,2011,5/31/13,96,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-33,113.1833333,33.835,11.89,419,0.05,1.403,1.777,F,2.4,6401
HAT-P-34 b,3.328,1.107,5.452654,0.0677,0.441,87.1,0.000263,2012,7/5/12,20,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-34,303.1958333,18.105,10.16,257,0.08,1.36,1.45,,1.7,6509
HAT-P-35 b,1.054,1.332,3.646706,0.0498,0.025,87.3,9.30E-05,2012,1/14/12,248,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-35,123.25,4.7869444,12.46,535,0.11,1.236,1.435,,3.5,6096
HAT-P-36 b,1.832,1.264,1.327347,0.0238,0.063,86,7.50E-05,2012,1/14/12,95,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-36,188.2625,44.9152778,12.26,317,0.26,1.022,1.096,,6.6,5580
HAT-P-37 b,1.169,1.178,2.797436,0.0379,0.058,86.9,9.20E-05,2012,1/14/12,164,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-37,284.2958333,51.2691667,13.23,411,0.03,0.929,0.877,,3.6,5500
HAT-P-38 b,0.267,0.825,4.640382,0.0523,0.067,88.3,0.00021,2012,1/25/12,240,,,,Submitted to a professional journal,Primary Transit,,,,HAT-P-38,0,0,12.56,249,0.06,0.886,0.923,G,10.1,5330
HAT-P-39 b,0.599,1.571,3.54387,0.0509,,87,,2012,5/21/14,,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-39,113.7583,17.83,11.422,642,0.19,1.404,1.625,,2,6430
HAT-P-4 b,0.68,1.27,3.0565114,0.0446,0,89.67,0.000144,2007,5/7/13,,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-4,229.9916667,36.2297222,11.2,310,0.2,1.26,1.59,F,4.2,5890
HAT-P-40 b,0.615,1.73,4.457243,0.0608,,88.3,,2012,7/10/14,,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-40,335.5125,45.4575,11.699,501,0.22,1.512,2.206,,2.7,6080
HAT-P-41 b,0.8,1.685,2.694047,0.0426,,87.7,,2012,5/25/14,,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-41,297.3208,4.6725,11.087,344,0.13,1.28,1.19,,2.2,6479
HAT-P-42 b,0.975,1.277,4.641876,0.0575,0,85.9,,2012,4/29/13,,,1427,,Submitted to a professional journal,Primary Transit,,,,HAT-P-42,135.3458,6.0972,12.168,447,0.27,1.179,1.528,,5.1,5743
HAT-P-43 b,0.66,1.283,3.332688,0.0443,0,88.7,,2012,4/29/13,,,1361,,Submitted to a professional journal,Primary Transit,,,,HAT-P-43,128.925,10.2067,13.36,543,0.23,1.048,1.104,,5.7,5645
HAT-P-44 b,0.392,1.28,4.301217,0.0507,0.072,89,,2013,5/21/14,,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-44,213.1458,47.0147,13.212,374,0.33,0.939,0.979,,8.9,5295
HAT-P-44 c,1.6,,219.9,0.699,,,,2013,8/14/13,,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-44,213.1458,47.0147,13.212,374,0.33,0.939,0.979,,8.9,5295
HAT-P-45 b,0.892,1.426,3.128992,0.0452,0.049,87.8,,2013,5/25/14,,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-45,274.375,-3.3811,12.794,305,0.07,1.259,1.319,,2,6330
HAT-P-46 b,0.493,1.284,4.463129,0.0577,0.123,85.5,,2013,5/27/14,,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-46,270.4458,-2.9708333,11.936,296,0.3,1.284,1.396,,2.5,6120
HAT-P-46 c,2,,77.7,0.387,,,,2013,5/21/14,,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-46,270.4458,-2.9708333,11.936,296,0.3,1.284,1.396,,2.5,6120
HAT-P-49 b,1.73,1.413,2.691548,0.0438,0,86.2,,2014,5/21/14,,,2131,,Published in a refereed paper,Primary Transit,,,,HAT-P-49,305.4416667,26.6927778,10.21,322,0.074,1.543,1.833,A5,1.5,6820
HAT-P-5 b,1.06,1.252,2.788491,0.04079,0,86.75,0.00012,2007,5/22/12,,,,,Submitted to a professional journal,Primary Transit,,,,HAT-P-5,67.22500002,-21.48194447,12,340,0.24,1.163,1.137,,1.7,5960
HAT-P-50 b,1.35,1.288,3.1220109,0.0453,0.115,83.65,,2015,7/27/15,,,1862,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HAT-P-50,118.0625,28.13944445,11.76,597,-0.18,1.273,1.698,,3.37,6280
HAT-P-51 b,0.309,1.293,4.2180278,0.05069,0.123,88.48,,2015,8/17/15,,,1192,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HAT-P-51,21.06666667,32.81083336,13.44,470,0.27,0.976,1.041,,8.2,5449
HAT-P-52 b,0.818,1.009,2.7535953,0.03694,0.047,87.02,,2015,8/17/15,,,1218,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HAT-P-52,42.72083335,29.02250001,14.07,385,0.28,0.887,0.893,,9.4,5131
HAT-P-53 b,1.484,1.318,1.9616241,0.03159,0.134,86.2,,2015,8/17/15,,,1778,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HAT-P-53,21.87083334,38.96805558,13.73,719,0,1.093,1.209,,4.67,5956
HAT-P-54 b,0.76,0.944,3.799847,0.04117,0.074,87.04,,2014,5/21/14,,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-54,99.89804168,25.4825278,13.505,135.8,-0.127,0.645,0.617,K,3.9,4390
HAT-P-55 b,0.582,1.182,3.5852467,0.04604,0.139,87.7,,2015,8/17/15,,,1313,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HAT-P-55,264.273,25.73119447,13.207,480,-0.03,1.013,1.011,,4.2,5808
HAT-P-56 b,2.18,1.466,2.7908327,0.0423,0.246,82.13,,2015,6/8/15,,,1840,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HAT-P-56,101.35,27.25222223,10.91,310.5,-0.077,1.296,1.428,F,2.01,6566
HAT-P-57 b,1.85,1.413,2.465295,0.0406,0,88.26,,2015,11/4/15,,,2200,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HAT-P-57,282.2416667,10.59722225,10.47,303,-0.25,1.47,1.5,,1,7500
HAT-P-6 b,1.057,1.33,3.853003,0.05235,0,85.51,0.000262,2007,5/31/13,,,,,Submitted to a professional journal,Primary Transit,,,,HAT-P-6,354.775,42.4661111,10.5,200,-0.13,1.29,1.46,F,2.3,6570
HAT-P-7 b,1.741,1.431,2.204735471,0.0379,0,84.1,0.000118,2008,3/19/15,,,2121,,Published in a refereed paper,Primary Transit,,,,HAT-P-7,292.2458333,47.9694444,10.5,320,0.13,1.51,2,,2.07,6259
HAT-P-8 b,1.34,1.5,3.0763402,0.0449,0,87.8,0.000195,2008,7/29/13,,,,,Submitted to a professional journal,Primary Transit,,,,HAT-P-8,343.0416667,35.4472222,10.17,230,0.01,1.28,1.58,,3.4,6200
HAT-P-9 b,0.67,1.4,3.922814,0.053,0,86.5,0.00011,2008,5/31/13,,,,,Published in a refereed paper,Primary Transit,,,,HAT-P-9,110.1666667,37.1405556,,480,0.12,1.28,1.32,F,1.6,6350
HATS-1 b,1.855,1.302,3.446459,0.0444,0.12,85.6,0.000147,2012,6/8/12,60,,,,Published in a refereed paper,Primary Transit,,,,HATS-1,175.525,-23.3547222,12.05,303,-0.06,0.986,1.038,,6,5870
HATS-10 b,0.526,0.969,3.312846,0.0449,0.5,87.79,,2015,8/17/15,,,1407,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HATS-10,294.3083333,-22.20444445,13.1,496,0.15,1.1,1.105,,3.3,5880
HATS-13 b,0.543,1.212,3.0440499,0.04057,0.18,88.55,,2015,7/27/15,,,1244,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HATS-13,316.9625,-26.09666668,13.89,476,0.05,0.962,0.887,,2.5,5523
HATS-14 b,1.071,1.039,2.7667641,0.03815,0.142,88.83,,2015,8/1/15,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,HATS-14,313.2166667,-25.68722224,13.79,513,0.33,0.967,0.933,,4.9,5346
HATS-2 b,1.345,1.168,1.354133,0.023,0,87.2,,2013,4/29/13,,,,,Submitted to a professional journal,Primary Transit,,,,HATS-2,176.739094,-22.562992,13.562,360,0.15,0.882,0.898,K,9.7,5227
HATS-3 b,1.071,1.381,3.547851,0.0485,,,,2013,7/30/14,,,1648,,Submitted to a professional journal,Primary Transit,,,,HATS-3,312.4583,-24.4289,11.44,453,-0.157,1.209,1.404,F,3.2,6351
